1,data/lfw/dlib-affine-sz:96/Ruth_Christofferson/Ruth_Christofferson_0001.png
2,data/lfw/dlib-affine-sz:96/Daniel_Montenegro/Daniel_Montenegro_0001.png
3,data/lfw/dlib-affine-sz:96/Lea_Fastow/Lea_Fastow_0001.png
3,data/lfw/dlib-affine-sz:96/Lea_Fastow/Lea_Fastow_0002.png
4,data/lfw/dlib-affine-sz:96/Magda_Kertasz/Magda_Kertasz_0001.png
5,data/lfw/dlib-affine-sz:96/Denise_van_Outen/Denise_van_Outen_0001.png
6,data/lfw/dlib-affine-sz:96/Jake_Brace/Jake_Brace_0001.png
7,data/lfw/dlib-affine-sz:96/Zafarullah_Khan_Jamali/Zafarullah_Khan_Jamali_0001.png
7,data/lfw/dlib-affine-sz:96/Zafarullah_Khan_Jamali/Zafarullah_Khan_Jamali_0002.png
8,data/lfw/dlib-affine-sz:96/Albert_Pujols/Albert_Pujols_0001.png
9,data/lfw/dlib-affine-sz:96/Miguel_Aldana_Ibarra/Miguel_Aldana_Ibarra_0001.png
10,data/lfw/dlib-affine-sz:96/Lawrence_Vito/Lawrence_Vito_0001.png
11,data/lfw/dlib-affine-sz:96/Piers_Sellers/Piers_Sellers_0001.png
12,data/lfw/dlib-affine-sz:96/Catherine_Deneuve/Catherine_Deneuve_0001.png
12,data/lfw/dlib-affine-sz:96/Catherine_Deneuve/Catherine_Deneuve_0004.png
12,data/lfw/dlib-affine-sz:96/Catherine_Deneuve/Catherine_Deneuve_0003.png
12,data/lfw/dlib-affine-sz:96/Catherine_Deneuve/Catherine_Deneuve_0002.png
12,data/lfw/dlib-affine-sz:96/Catherine_Deneuve/Catherine_Deneuve_0005.png
13,data/lfw/dlib-affine-sz:96/Mike_Myers/Mike_Myers_0007.png
13,data/lfw/dlib-affine-sz:96/Mike_Myers/Mike_Myers_0001.png
13,data/lfw/dlib-affine-sz:96/Mike_Myers/Mike_Myers_0002.png
13,data/lfw/dlib-affine-sz:96/Mike_Myers/Mike_Myers_0003.png
13,data/lfw/dlib-affine-sz:96/Mike_Myers/Mike_Myers_0006.png
13,data/lfw/dlib-affine-sz:96/Mike_Myers/Mike_Myers_0005.png
13,data/lfw/dlib-affine-sz:96/Mike_Myers/Mike_Myers_0004.png
14,data/lfw/dlib-affine-sz:96/Daniel_Radcliffe/Daniel_Radcliffe_0002.png
14,data/lfw/dlib-affine-sz:96/Daniel_Radcliffe/Daniel_Radcliffe_0004.png
14,data/lfw/dlib-affine-sz:96/Daniel_Radcliffe/Daniel_Radcliffe_0001.png
14,data/lfw/dlib-affine-sz:96/Daniel_Radcliffe/Daniel_Radcliffe_0003.png
15,data/lfw/dlib-affine-sz:96/James_Carville/James_Carville_0001.png
16,data/lfw/dlib-affine-sz:96/Bill_Maher/Bill_Maher_0001.png
17,data/lfw/dlib-affine-sz:96/Luis_Ernesto_Derbez_Bautista/Luis_Ernesto_Derbez_Bautista_0006.png
17,data/lfw/dlib-affine-sz:96/Luis_Ernesto_Derbez_Bautista/Luis_Ernesto_Derbez_Bautista_0001.png
17,data/lfw/dlib-affine-sz:96/Luis_Ernesto_Derbez_Bautista/Luis_Ernesto_Derbez_Bautista_0004.png
17,data/lfw/dlib-affine-sz:96/Luis_Ernesto_Derbez_Bautista/Luis_Ernesto_Derbez_Bautista_0005.png
17,data/lfw/dlib-affine-sz:96/Luis_Ernesto_Derbez_Bautista/Luis_Ernesto_Derbez_Bautista_0002.png
17,data/lfw/dlib-affine-sz:96/Luis_Ernesto_Derbez_Bautista/Luis_Ernesto_Derbez_Bautista_0003.png
18,data/lfw/dlib-affine-sz:96/Dino_de_Laurentis/Dino_de_Laurentis_0002.png
18,data/lfw/dlib-affine-sz:96/Dino_de_Laurentis/Dino_de_Laurentis_0001.png
19,data/lfw/dlib-affine-sz:96/Jody_Richards/Jody_Richards_0001.png
20,data/lfw/dlib-affine-sz:96/Vince_Carter/Vince_Carter_0004.png
20,data/lfw/dlib-affine-sz:96/Vince_Carter/Vince_Carter_0001.png
20,data/lfw/dlib-affine-sz:96/Vince_Carter/Vince_Carter_0002.png
20,data/lfw/dlib-affine-sz:96/Vince_Carter/Vince_Carter_0003.png
21,data/lfw/dlib-affine-sz:96/Marco_Pantani/Marco_Pantani_0001.png
22,data/lfw/dlib-affine-sz:96/Ai_Sugiyama/Ai_Sugiyama_0005.png
22,data/lfw/dlib-affine-sz:96/Ai_Sugiyama/Ai_Sugiyama_0004.png
22,data/lfw/dlib-affine-sz:96/Ai_Sugiyama/Ai_Sugiyama_0001.png
